state,county,gender,age,deaths,pop
California,"Lassen County, CA",Male,70,19,741
California,"Lassen County, CA",Male,75,26,439
California,"Lassen County, CA",Male,80,18,234
California,"Lassen County, CA",Male,85,16,224
California,"Los Angeles County, CA",Female,0,199,251173
California,"Los Angeles County, CA",Female,5,19,279281
California,"Los Angeles County, CA",Female,10,22,292775
California,"Los Angeles County, CA",Female,15,70,292144
California,"Los Angeles County, CA",Female,20,147,307773
California,"Los Angeles County, CA",Female,25,203,375803
California,"Los Angeles County, CA",Female,30,285,393150
California,"Los Angeles County, CA",Female,35,338,349902
California,"Los Angeles County, CA",Female,40,437,327160
California,"Los Angeles County, CA",Female,45,629,320691
California,"Los Angeles County, CA",Female,50,944,328999
California,"Los Angeles County, CA",Female,55,1382,320410
California,"Los Angeles County, CA",Female,60,1938,299755
California,"Los Angeles County, CA",Female,65,2570,253427
California,"Los Angeles County, CA",Female,70,3185,205465
California,"Los Angeles County, CA",Female,75,3740,140028
California,"Los Angeles County, CA",Female,80,4530,97482
California,"Los Angeles County, CA",Female,85,5296,112106
California,"Los Angeles County, CA",Male,0,243,261143
California,"Los Angeles County, CA",Male,5,22,295235
California,"Los Angeles County, CA",Male,10,38,309558
California,"Los Angeles County, CA",Male,15,175,304644
California,"Los Angeles County, CA",Male,20,437,312141
California,"Los Angeles County, CA",Male,25,665,380936
California,"Los Angeles County, CA",Male,30,896,409850
California,"Los Angeles County, CA",Male,35,918,367440
California,"Los Angeles County, CA",Male,40,1077,334232
California,"Los Angeles County, CA",Male,45,1295,318979
California,"Los Angeles County, CA",Male,50,1838,331476
California,"Los Angeles County, CA",Male,55,2443,315608
California,"Los Angeles County, CA",Male,60,3487,284732
California,"Los Angeles County, CA",Male,65,3935,226439
California,"Los Angeles County, CA",Male,70,4296,170039
California,"Los Angeles County, CA",Male,75,4367,107902
California,"Los Angeles County, CA",Male,80,4448,68833
California,"Los Angeles County, CA",Male,85,4389,62751
California,"Madera County, CA",Female,0,0,5177
California,"Madera County, CA",Female,5,0,6013
California,"Madera County, CA",Female,10,0,6353
California,"Madera County, CA",Female,15,0,5834
California,"Madera County, CA",Female,20,0,5320
California,"Madera County, CA",Female,25,0,5717
California,"Madera County, CA",Female,30,0,5723
California,"Madera County, CA",Female,35,0,5613
California,"Madera County, CA",Female,40,0,5402
California,"Madera County, CA",Female,45,10,4895
California,"Madera County, CA",Female,50,15,4455
California,"Madera County, CA",Female,55,37,4310
California,"Madera County, CA",Female,60,37,4381
California,"Madera County, CA",Female,65,62,3942
California,"Madera County, CA",Female,70,59,3292
California,"Madera County, CA",Female,75,57,2102
California,"Madera County, CA",Female,80,83,1352
California,"Madera County, CA",Female,85,87,1226
California,"Madera County, CA",Male,0,11,5621
California,"Madera County, CA",Male,5,0,6291
California,"Madera County, CA",Male,10,0,6600
California,"Madera County, CA",Male,15,0,5940
California,"Madera County, CA",Male,20,0,5162
California,"Madera County, CA",Male,25,0,5089
California,"Madera County, CA",Male,30,18,5347
California,"Madera County, CA",Male,35,16,5150
California,"Madera County, CA",Male,40,21,4739
California,"Madera County, CA",Male,45,31,4222
California,"Madera County, CA",Male,50,33,4314
California,"Madera County, CA",Male,55,43,4341
California,"Madera County, CA",Male,60,62,4205
California,"Madera County, CA",Male,65,77,3749
California,"Madera County, CA",Male,70,95,3146
California,"Madera County, CA",Male,75,122,1879
California,"Madera County, CA",Male,80,102,1176
California,"Madera County, CA",Male,85,88,888
California,"Marin County, CA",Female,0,0,5533
California,"Marin County, CA",Female,5,0,6646
California,"Marin County, CA",Female,10,0,7682
California,"Marin County, CA",Female,15,0,7969
California,"Marin County, CA",Female,20,0,6025
California,"Marin County, CA",Female,25,0,5066
California,"Marin County, CA",Female,30,0,5739
California,"Marin County, CA",Female,35,0,7147
California,"Marin County, CA",Female,40,0,8002
California,"Marin County, CA",Female,45,0,8804
California,"Marin County, CA",Female,50,14,10424
California,"Marin County, CA",Female,55,24,10049
California,"Marin County, CA",Female,60,38,10006
California,"Marin County, CA",Female,65,55,9584
California,"Marin County, CA",Female,70,88,8927
California,"Marin County, CA",Female,75,123,6326
California,"Marin County, CA",Female,80,138,3811
California,"Marin County, CA",Female,85,173,4438
California,"Marin County, CA",Male,0,0,5870
California,"Marin County, CA",Male,5,0,6811
California,"Marin County, CA",Male,10,0,8083
California,"Marin County, CA",Male,15,0,8330
California,"Marin County, CA",Male,20,0,6100
California,"Marin County, CA",Male,25,0,5510
California,"Marin County, CA",Male,30,14,6152
California,"Marin County, CA",Male,35,0,7447
California,"Marin County, CA",Male,40,13,8006
California,"Marin County, CA",Male,45,24,8708
California,"Marin County, CA",Male,50,31,10308
California,"Marin County, CA",Male,55,38,9708
California,"Marin County, CA",Male,60,91,9122
California,"Marin County, CA",Male,65,77,8313
California,"Marin County, CA",Male,70,125,7451
California,"Marin County, CA",Male,75,160,5357
California,"Marin County, CA",Male,80,159,3103
California,"Marin County, CA",Male,85,151,2721
California,"Mariposa County, CA",Female,0,0,391
California,"Mariposa County, CA",Female,5,0,424
California,"Mariposa County, CA",Female,10,0,431
California,"Mariposa County, CA",Female,15,0,400
California,"Mariposa County, CA",Female,20,0,288
California,"Mariposa County, CA",Female,25,0,419
California,"Mariposa County, CA",Female,30,0,471
California,"Mariposa County, CA",Female,35,0,434
California,"Mariposa County, CA",Female,40,0,410
California,"Mariposa County, CA",Female,45,0,401
California,"Mariposa County, CA",Female,50,0,458
California,"Mariposa County, CA",Female,55,0,618
California,"Mariposa County, CA",Female,60,0,837
California,"Mariposa County, CA",Female,65,12,775
California,"Mariposa County, CA",Female,70,10,707
California,"Mariposa County, CA",Female,75,10,475
California,"Mariposa County, CA",Female,80,10,294
California,"Mariposa County, CA",Female,85,14,282
California,"Mariposa County, CA",Male,0,0,383
California,"Mariposa County, CA",Male,5,0,429
California,"Mariposa County, CA",Male,10,0,432
California,"Mariposa County, CA",Male,15,0,399
California,"Mariposa County, CA",Male,20,0,341
California,"Mariposa County, CA",Male,25,0,406
California,"Mariposa County, CA",Male,30,0,509
California,"Mariposa County, CA",Male,35,0,506
California,"Mariposa County, CA",Male,40,0,430
California,"Mariposa County, CA",Male,45,0,394
California,"Mariposa County, CA",Male,50,0,453
California,"Mariposa County, CA",Male,55,0,619
California,"Mariposa County, CA",Male,60,12,787
California,"Mariposa County, CA",Male,65,0,773
California,"Mariposa County, CA",Male,70,19,716
California,"Mariposa County, CA",Male,75,18,483
California,"Mariposa County, CA",Male,80,17,326
California,"Mariposa County, CA",Male,85,19,226
California,"Mendocino County, CA",Female,0,0,2405
California,"Mendocino County, CA",Female,5,0,2757
California,"Mendocino County, CA",Female,10,0,2706
California,"Mendocino County, CA",Female,15,0,2580
California,"Mendocino County, CA",Female,20,0,2173
California,"Mendocino County, CA",Female,25,0,2333
California,"Mendocino County, CA",Female,30,0,2578
California,"Mendocino County, CA",Female,35,0,2749
California,"Mendocino County, CA",Female,40,10,2763
California,"Mendocino County, CA",Female,45,10,2550
California,"Mendocino County, CA",Female,50,0,2669
California,"Mendocino County, CA",Female,55,15,2798
California,"Mendocino County, CA",Female,60,23,3356
California,"Mendocino County, CA",Female,65,45,3668
California,"Mendocino County, CA",Female,70,57,3528
California,"Mendocino County, CA",Female,75,58,2021
California,"Mendocino County, CA",Female,80,63,1083
California,"Mendocino County, CA",Female,85,48,1279
California,"Mendocino County, CA",Male,0,0,2418
California,"Mendocino County, CA",Male,5,0,2688
California,"Mendocino County, CA",Male,10,0,2960
California,"Mendocino County, CA",Male,15,0,2645
California,"Mendocino County, CA",Male,20,0,2290
California,"Mendocino County, CA",Male,25,10,2486
California,"Mendocino County, CA",Male,30,12,2595
California,"Mendocino County, CA",Male,35,11,2823
California,"Mendocino County, CA",Male,40,15,2954
California,"Mendocino County, CA",Male,45,15,2671
California,"Mendocino County, CA",Male,50,17,2650
California,"Mendocino County, CA",Male,55,39,2732
California,"Mendocino County, CA",Male,60,59,3223
California,"Mendocino County, CA",Male,65,59,3253
California,"Mendocino County, CA",Male,70,77,3331
California,"Mendocino County, CA",Male,75,88,1932
California,"Mendocino County, CA",Male,80,65,952
California,"Mendocino County, CA",Male,85,45,722
California,"Merced County, CA",Female,0,10,10113
California,"Merced County, CA",Female,5,0,11308
California,"Merced County, CA",Female,10,0,12023
California,"Merced County, CA",Female,15,0,11402
California,"Merced County, CA",Female,20,0,9862
California,"Merced County, CA",Female,25,0,10029
California,"Merced County, CA",Female,30,0,9880
California,"Merced County, CA",Female,35,16,9312
California,"Merced County, CA",Female,40,22,8544
California,"Merced County, CA",Female,45,21,8012
California,"Merced County, CA",Female,50,21,7636
California,"Merced County, CA",Female,55,39,7419
California,"Merced County, CA",Female,60,76,6974
California,"Merced County, CA",Female,65,102,5816
California,"Merced County, CA",Female,70,94,4619
California,"Merced County, CA",Female,75,105,3193
California,"Merced County, CA",Female,80,144,2058
California,"Merced County, CA",Female,85,138,2160
California,"Merced County, CA",Male,0,0,10624
California,"Merced County, CA",Male,5,0,11891
California,"Merced County, CA",Male,10,0,12791
California,"Merced County, CA",Male,15,0,11916
California,"Merced County, CA",Male,20,26,10526
California,"Merced County, CA",Male,25,29,10955
California,"Merced County, CA",Male,30,24,10876
California,"Merced County, CA",Male,35,28,10044
California,"Merced County, CA",Male,40,24,8840
California,"Merced County, CA",Male,45,47,7921
California,"Merced County, CA",Male,50,63,7845
California,"Merced County, CA",Male,55,76,7641
California,"Merced County, CA",Male,60,106,6977
California,"Merced County, CA",Male,65,119,5567
California,"Merced County, CA",Male,70,126,4267
California,"Merced County, CA",Male,75,128,2675
California,"Merced County, CA",Male,80,138,1635
California,"Merced County, CA",Male,85,113,1259
California,"Modoc County, CA",Female,0,0,177
California,"Modoc County, CA",Female,5,0,247
California,"Modoc County, CA",Female,10,0,252
California,"Modoc County, CA",Female,15,0,183
California,"Modoc County, CA",Female,20,0,169
California,"Modoc County, CA",Female,25,0,215
California,"Modoc County, CA",Female,30,0,234
California,"Modoc County, CA",Female,35,0,229
California,"Modoc County, CA",Female,40,0,202
California,"Modoc County, CA",Female,45,0,201
California,"Modoc County, CA",Female,50,0,239
California,"Modoc County, CA",Female,55,0,337
California,"Modoc County, CA",Female,60,0,373
California,"Modoc County, CA",Female,65,0,364
California,"Modoc County, CA",Female,70,0,344
California,"Modoc County, CA",Female,75,10,243
California,"Modoc County, CA",Female,80,11,170
California,"Modoc County, CA",Female,85,0,139
California,"Modoc County, CA",Male,0,0,218
California,"Modoc County, CA",Male,5,0,226
California,"Modoc County, CA",Male,10,0,249
California,"Modoc County, CA",Male,15,0,234
California,"Modoc County, CA",Male,20,0,167
California,"Modoc County, CA",Male,25,0,214
California,"Modoc County, CA",Male,30,0,217
California,"Modoc County, CA",Male,35,0,225
California,"Modoc County, CA",Male,40,0,208
California,"Modoc County, CA",Male,45,0,207
California,"Modoc County, CA",Male,50,0,250
California,"Modoc County, CA",Male,55,0,285
California,"Modoc County, CA",Male,60,0,343
California,"Modoc County, CA",Male,65,10,387
California,"Modoc County, CA",Male,70,0,383
California,"Modoc County, CA",Male,75,0,244
California,"Modoc County, CA",Male,80,12,152
California,"Modoc County, CA",Male,85,0,114
California,"Mono County, CA",Female,0,0,271
California,"Mono County, CA",Female,5,0,306
California,"Mono County, CA",Female,10,0,347
California,"Mono County, CA",Female,15,0,336
California,"Mono County, CA",Female,20,0,371
California,"Mono County, CA",Female,25,0,413
California,"Mono County, CA",Female,30,0,513
California,"Mono County, CA",Female,35,0,463
California,"Mono County, CA",Female,40,0,392
California,"Mono County, CA",Female,45,0,376
California,"Mono County, CA",Female,50,0,377
California,"Mono County, CA",Female,55,0,448
California,"Mono County, CA",Female,60,0,463
California,"Mono County, CA",Female,65,0,412
California,"Mono County, CA",Female,70,0,304
California,"Mono County, CA",Female,75,0,168
California,"Mono County, CA",Female,80,0,104
California,"Mono County, CA",Female,85,0,105
California,"Mono County, CA",Male,0,0,309
California,"Mono County, CA",Male,5,0,329
California,"Mono County, CA",Male,10,0,310
California,"Mono County, CA",Male,15,0,349
California,"Mono County, CA",Male,20,0,450
California,"Mono County, CA",Male,25,0,574
California,"Mono County, CA",Male,30,0,533
California,"Mono County, CA",Male,35,0,484
California,"Mono County, CA",Male,40,0,434
California,"Mono County, CA",Male,45,0,440
California,"Mono County, CA",Male,50,0,498
California,"Mono County, CA",Male,55,0,530
California,"Mono County, CA",Male,60,0,595
California,"Mono County, CA",Male,65,0,474
California,"Mono County, CA",Male,70,0,377
California,"Mono County, CA",Male,75,12,216
California,"Mono County, CA",Male,80,0,103
California,"Mono County, CA",Male,85,0,97
California,"Monterey County, CA",Female,0,14,14118
California,"Monterey County, CA",Female,5,0,15562
California,"Monterey County, CA",Female,10,0,16345
California,"Monterey County, CA",Female,15,0,15999
California,"Monterey County, CA",Female,20,0,14310
California,"Monterey County, CA",Female,25,0,14384
California,"Monterey County, CA",Female,30,0,14273
California,"Monterey County, CA",Female,35,13,14108
California,"Monterey County, CA",Female,40,15,13277
California,"Monterey County, CA",Female,45,21,12055
California,"Monterey County, CA",Female,50,24,12038
California,"Monterey County, CA",Female,55,50,11873
California,"Monterey County, CA",Female,60,71,12227
California,"Monterey County, CA",Female,65,96,10623
California,"Monterey County, CA",Female,70,118,8927
California,"Monterey County, CA",Female,75,142,5799
California,"Monterey County, CA",Female,80,178,3749
California,"Monterey County, CA",Female,85,220,4807
California,"Monterey County, CA",Male,0,24,14558
California,"Monterey County, CA",Male,5,0,16181
California,"Monterey County, CA",Male,10,0,17179
California,"Monterey County, CA",Male,15,14,16643
California,"Monterey County, CA",Male,20,21,15476
California,"Monterey County, CA",Male,25,31,15329
California,"Monterey County, CA",Male,30,27,16137
California,"Monterey County, CA",Male,35,20,16011
California,"Monterey County, CA",Male,40,44,15105
California,"Monterey County, CA",Male,45,44,13574
California,"Monterey County, CA",Male,50,58,13271
California,"Monterey County, CA",Male,55,98,12314
California,"Monterey County, CA",Male,60,128,11713
California,"Monterey County, CA",Male,65,128,10118
California,"Monterey County, CA",Male,70,154,8189
California,"Monterey County, CA",Male,75,190,5038
California,"Monterey County, CA",Male,80,179,3055
California,"Monterey County, CA",Male,85,190,2793
California,"Napa County, CA",Female,0,0,3020
California,"Napa County, CA",Female,5,0,3457
California,"Napa County, CA",Female,10,0,4021
California,"Napa County, CA",Female,15,0,4184
California,"Napa County, CA",Female,20,0,3745
California,"Napa County, CA",Female,25,0,4092
California,"Napa County, CA",Female,30,0,4164
California,"Napa County, CA",Female,35,0,4268
California,"Napa County, CA",Female,40,0,4303
California,"Napa County, CA",Female,45,14,4127
California,"Napa County, CA",Female,50,10,4531
California,"Napa County, CA",Female,55,18,4598
California,"Napa County, CA",Female,60,22,4657
California,"Napa County, CA",Female,65,37,4394
California,"Napa County, CA",Female,70,43,3855
California,"Napa County, CA",Female,75,77,2709
California,"Napa County, CA",Female,80,72,1791
California,"Napa County, CA",Female,85,107,2111
California,"Napa County, CA",Male,0,0,3121
California,"Napa County, CA",Male,5,0,3694
California,"Napa County, CA",Male,10,0,4275
California,"Napa County, CA",Male,15,0,4472
California,"Napa County, CA",Male,20,0,4094
California,"Napa County, CA",Male,25,0,4252
California,"Napa County, CA",Male,30,0,4202
California,"Napa County, CA",Male,35,0,4544
California,"Napa County, CA",Male,40,0,4521
California,"Napa County, CA",Male,45,14,4296
California,"Napa County, CA",Male,50,25,4461
California,"Napa County, CA",Male,55,21,4633
California,"Napa County, CA",Male,60,52,4516
California,"Napa County, CA",Male,65,47,3982
California,"Napa County, CA",Male,70,73,3643
California,"Napa County, CA",Male,75,105,2463
California,"Napa County, CA",Male,80,95,1682
California,"Napa County, CA",Male,85,94,1387
California,"Nevada County, CA",Female,0,0,2054
California,"Nevada County, CA",Female,5,0,2295
California,"Nevada County, CA",Female,10,0,2481
California,"Nevada County, CA",Female,15,0,2393
California,"Nevada County, CA",Female,20,0,2078
California,"Nevada County, CA",Female,25,0,2216
California,"Nevada County, CA",Female,30,0,2812
California,"Nevada County, CA",Female,35,0,3045
California,"Nevada County, CA",Female,40,0,3079
California,"Nevada County, CA",Female,45,0,2619
California,"Nevada County, CA",Female,50,0,3022
California,"Nevada County, CA",Female,55,19,3828
California,"Nevada County, CA",Female,60,23,4790
California,"Nevada County, CA",Female,65,29,4946
California,"Nevada County, CA",Female,70,56,4428
California,"Nevada County, CA",Female,75,71,2721
California,"Nevada County, CA",Female,80,84,1625
California,"Nevada County, CA",Female,85,74,1891
California,"Nevada County, CA",Male,0,0,2223
California,"Nevada County, CA",Male,5,0,2496
California,"Nevada County, CA",Male,10,0,2732
California,"Nevada County, CA",Male,15,0,2541
California,"Nevada County, CA",Male,20,0,2172
California,"Nevada County, CA",Male,25,0,2422
California,"Nevada County, CA",Male,30,0,2758
California,"Nevada County, CA",Male,35,10,3074
California,"Nevada County, CA",Male,40,0,3263
California,"Nevada County, CA",Male,45,16,2907
California,"Nevada County, CA",Male,50,20,3030
California,"Nevada County, CA",Male,55,27,3460
California,"Nevada County, CA",Male,60,42,4122
California,"Nevada County, CA",Male,65,48,4462
California,"Nevada County, CA",Male,70,75,4294
California,"Nevada County, CA",Male,75,86,2551
California,"Nevada County, CA",Male,80,85,1522
California,"Nevada County, CA",Male,85,75,1165
California,"Orange County, CA",Female,0,55,82776
California,"Orange County, CA",Female,5,0,90219
California,"Orange County, CA",Female,10,0,95990
California,"Orange County, CA",Female,15,15,99808
California,"Orange County, CA",Female,20,35,98366
California,"Orange County, CA",Female,25,51,110488
California,"Orange County, CA",Female,30,66,110594
California,"Orange County, CA",Female,35,91,104677
California,"Orange County, CA",Female,40,114,101450
California,"Orange County, CA",Female,45,144,104739
California,"Orange County, CA",Female,50,241,112177
California,"Orange County, CA",Female,55,361,108545
California,"Orange County, CA",Female,60,527,100183
California,"Orange County, CA",Female,65,632,83896
California,"Orange County, CA",Female,70,902,69986
California,"Orange County, CA",Female,75,1241,49626
California,"Orange County, CA",Female,80,1515,33582
California,"Orange County, CA",Female,85,1880,36387
California,"Orange County, CA",Male,0,70,87136
California,"Orange County, CA",Male,5,10,94361
California,"Orange County, CA",Male,10,10,101398
California,"Orange County, CA",Male,15,47,103384
California,"Orange County, CA",Male,20,91,99559
California,"Orange County, CA",Male,25,175,114579
California,"Orange County, CA",Male,30,221,115842
California,"Orange County, CA",Male,35,223,108578
California,"Orange County, CA",Male,40,250,100659
California,"Orange County, CA",Male,45,309,100481
California,"Orange County, CA",Male,50,464,110864
California,"Orange County, CA",Male,55,649,108311
California,"Orange County, CA",Male,60,917,98368
California,"Orange County, CA",Male,65,1038,76372
California,"Orange County, CA",Male,70,1194,59369
California,"Orange County, CA",Male,75,1467,40019
California,"Orange County, CA",Male,80,1606,25639
California,"Orange County, CA",Male,85,1640,22203
California,"Placer County, CA",Female,0,0,9962
California,"Placer County, CA",Female,5,0,12350
California,"Placer County, CA",Female,10,0,13616
California,"Placer County, CA",Female,15,0,12525
California,"Placer County, CA",Female,20,0,10228
California,"Placer County, CA",Female,25,0,10384
California,"Placer County, CA",Female,30,10,11861
California,"Placer County, CA",Female,35,0,14126
California,"Placer County, CA",Female,40,16,14131
California,"Placer County, CA",Female,45,19,13049
California,"Placer County, CA",Female,50,31,13823
California,"Placer County, CA",Female,55,57,13891
California,"Placer County, CA",Female,60,77,14231
California,"Placer County, CA",Female,65,108,13266
California,"Placer County, CA",Female,70,167,12296
California,"Placer County, CA",Female,75,241,8738
California,"Placer County, CA",Female,80,311,5647
California,"Placer County, CA",Female,85,337,5885
California,"Placer County, CA",Male,0,0,10715
California,"Placer County, CA",Male,5,0,12867
California,"Placer County, CA",Male,10,0,14143
California,"Placer County, CA",Male,15,0,13470
California,"Placer County, CA",Male,20,0,10666
California,"Placer County, CA",Male,25,22,10722
California,"Placer County, CA",Male,30,31,11912
California,"Placer County, CA",Male,35,29,13745
California,"Placer County, CA",Male,40,31,14461
California,"Placer County, CA",Male,45,38,13034
California,"Placer County, CA",Male,50,56,13639
California,"Placer County, CA",Male,55,72,13412
California,"Placer County, CA",Male,60,142,13195
California,"Placer County, CA",Male,65,161,11445
California,"Placer County, CA",Male,70,222,10533
California,"Placer County, CA",Male,75,274,7001
California,"Placer County, CA",Male,80,320,4408
California,"Placer County, CA",Male,85,306,3670
California,"Plumas County, CA",Female,0,0,433
California,"Plumas County, CA",Female,5,0,502
California,"Plumas County, CA",Female,10,0,473
California,"Plumas County, CA",Female,15,0,466
California,"Plumas County, CA",Female,20,0,332
California,"Plumas County, CA",Female,25,0,458
California,"Plumas County, CA",Female,30,0,522
California,"Plumas County, CA",Female,35,0,547
California,"Plumas County, CA",Female,40,0,535
California,"Plumas County, CA",Female,45,0,433
California,"Plumas County, CA",Female,50,0,499
California,"Plumas County, CA",Female,55,0,760
California,"Plumas County, CA",Female,60,0,994
California,"Plumas County, CA",Female,65,12,1042
California,"Plumas County, CA",Female,70,0,846
California,"Plumas County, CA",Female,75,11,519
California,"Plumas County, CA",Female,80,13,314
California,"Plumas County, CA",Female,85,15,262
California,"Plumas County, CA",Male,0,0,430
California,"Plumas County, CA",Male,5,0,478
California,"Plumas County, CA",Male,10,0,557
California,"Plumas County, CA",Male,15,0,473
California,"Plumas County, CA",Male,20,0,371
California,"Plumas County, CA",Male,25,0,412
California,"Plumas County, CA",Male,30,0,538
California,"Plumas County, CA",Male,35,0,531
California,"Plumas County, CA",Male,40,0,524
California,"Plumas County, CA",Male,45,0,468
California,"Plumas County, CA",Male,50,0,522
California,"Plumas County, CA",Male,55,10,701
California,"Plumas County, CA",Male,60,0,933
California,"Plumas County, CA",Male,65,18,1045
California,"Plumas County, CA",Male,70,16,925
California,"Plumas County, CA",Male,75,26,603
California,"Plumas County, CA",Male,80,18,306
California,"Plumas County, CA",Male,85,0,204
California,"Riverside County, CA",Female,0,67,70821
California,"Riverside County, CA",Female,5,11,81012
California,"Riverside County, CA",Female,10,10,87837
California,"Riverside County, CA",Female,15,24,85416
California,"Riverside County, CA",Female,20,48,78997
California,"Riverside County, CA",Female,25,61,82106
California,"Riverside County, CA",Female,30,87,84172
California,"Riverside County, CA",Female,35,84,82403
California,"Riverside County, CA",Female,40,122,79273
California,"Riverside County, CA",Female,45,192,74181
California,"Riverside County, CA",Female,50,265,74412
California,"Riverside County, CA",Female,55,376,73551
California,"Riverside County, CA",Female,60,608,69765
California,"Riverside County, CA",Female,65,780,60652
California,"Riverside County, CA",Female,70,964,52439
California,"Riverside County, CA",Female,75,1196,37363
California,"Riverside County, CA",Female,80,1313,24770
California,"Riverside County, CA",Female,85,1421,23884
California,"Riverside County, CA",Male,0,95,74346
California,"Riverside County, CA",Male,5,0,84363
California,"Riverside County, CA",Male,10,11,92830
California,"Riverside County, CA",Male,15,68,89169
California,"Riverside County, CA",Male,20,112,81761
California,"Riverside County, CA",Male,25,195,86200
California,"Riverside County, CA",Male,30,240,87942
California,"Riverside County, CA",Male,35,246,86797
California,"Riverside County, CA",Male,40,274,80701
California,"Riverside County, CA",Male,45,297,73847
California,"Riverside County, CA",Male,50,472,76304
California,"Riverside County, CA",Male,55,638,75155
California,"Riverside County, CA",Male,60,971,69993
California,"Riverside County, CA",Male,65,1208,56553
California,"Riverside County, CA",Male,70,1334,46501
California,"Riverside County, CA",Male,75,1405,31352
California,"Riverside County, CA",Male,80,1431,19936
California,"Riverside County, CA",Male,85,1308,16595
California,"Sacramento County, CA",Female,0,53,46199
California,"Sacramento County, CA",Female,5,0,49866
California,"Sacramento County, CA",Female,10,0,51705
California,"Sacramento County, CA",Female,15,22,48762
California,"Sacramento County, CA",Female,20,27,46856
California,"Sacramento County, CA",Female,25,41,58193
California,"Sacramento County, CA",Female,30,56,63928
California,"Sacramento County, CA",Female,35,74,59188
California,"Sacramento County, CA",Female,40,77,52982
California,"Sacramento County, CA",Female,45,138,48479
California,"Sacramento County, CA",Female,50,167,49263
California,"Sacramento County, CA",Female,55,263,49908
California,"Sacramento County, CA",Female,60,447,48938
California,"Sacramento County, CA",Female,65,513,42741
California,"Sacramento County, CA",Female,70,626,35362
California,"Sacramento County, CA",Female,75,755,22588
California,"Sacramento County, CA",Female,80,851,15119
California,"Sacramento County, CA",Female,85,917,16624
California,"Sacramento County, CA",Male,0,49,48796
California,"Sacramento County, CA",Male,5,0,51929
California,"Sacramento County, CA",Male,10,11,54841
California,"Sacramento County, CA",Male,15,36,50648
California,"Sacramento County, CA",Male,20,67,47551
California,"Sacramento County, CA",Male,25,121,58546
California,"Sacramento County, CA",Male,30,164,64426
California,"Sacramento County, CA",Male,35,149,60218
California,"Sacramento County, CA",Male,40,181,53079
California,"Sacramento County, CA",Male,45,184,47513
California,"Sacramento County, CA",Male,50,288,48353
California,"Sacramento County, CA",Male,55,450,47517
California,"Sacramento County, CA",Male,60,652,44888
California,"Sacramento County, CA",Male,65,781,36702
California,"Sacramento County, CA",Male,70,828,29310
California,"Sacramento County, CA",Male,75,808,17465
California,"Sacramento County, CA",Male,80,800,10615
California,"Sacramento County, CA",Male,85,847,9712
California,"San Benito County, CA",Female,0,0,2167
California,"San Benito County, CA",Female,5,0,2262
California,"San Benito County, CA",Female,10,0,2543
