state,age,n_mig,pop,rate
louisiana,11,11,980,0.011224489795918367
louisiana,12,6,540,0.011111111111111112
louisiana,13,15,1046,0.014340344168260038
louisiana,14,7,1082,0.006469500924214418
louisiana,15,6,1112,0.00539568345323741
louisiana,16,5,1000,0.005
louisiana,17,6,1126,0.0053285968028419185
louisiana,18,23,1208,0.01903973509933775
louisiana,19,32,1172,0.027303754266211604
louisiana,20,36,1202,0.029950083194675542
louisiana,21,21,538,0.03903345724907063
louisiana,22,33,988,0.03340080971659919
louisiana,23,33,890,0.03707865168539326
louisiana,24,28,846,0.03309692671394799
louisiana,25,23,858,0.026806526806526808
louisiana,26,37,1028,0.03599221789883268
louisiana,27,18,916,0.019650655021834062
louisiana,28,34,1068,0.031835205992509365
louisiana,29,31,922,0.033622559652928416
louisiana,30,22,1090,0.02018348623853211
louisiana,31,26,1104,0.02355072463768116
louisiana,32,11,1016,0.010826771653543307
louisiana,33,20,1100,0.01818181818181818
louisiana,34,13,1042,0.012476007677543186
louisiana,35,17,1196,0.014214046822742474
louisiana,36,9,1180,0.007627118644067797
louisiana,37,12,1088,0.011029411764705883
louisiana,38,22,1124,0.019572953736654804
louisiana,39,14,1036,0.013513513513513514
louisiana,40,10,1118,0.008944543828264758
louisiana,41,12,1090,0.011009174311926606
louisiana,42,15,1064,0.014097744360902255
louisiana,43,9,868,0.010368663594470046
louisiana,44,13,920,0.014130434782608696
louisiana,45,6,1008,0.005952380952380952
louisiana,46,6,487,0.012320328542094456
louisiana,47,12,952,0.012605042016806723
louisiana,48,5,958,0.005219206680584551
louisiana,49,15,842,0.017814726840855107
louisiana,50,12,1094,0.010968921389396709
louisiana,51,13,1114,0.011669658886894075
louisiana,52,9,1060,0.008490566037735849
louisiana,53,5,1118,0.004472271914132379
louisiana,54,7,533,0.013133208255159476
louisiana,55,4,537,0.0074487895716946
louisiana,56,7,1058,0.006616257088846881
louisiana,57,6,1300,0.004615384615384616
louisiana,58,8,1244,0.006430868167202572
louisiana,59,11,1286,0.008553654743390357
louisiana,60,10,1380,0.007246376811594203
louisiana,61,13,1486,0.008748317631224764
louisiana,62,11,1522,0.007227332457293035
louisiana,63,8,681,0.011747430249632892
louisiana,64,13,1424,0.009129213483146067
louisiana,65,7,1384,0.0050578034682080926
louisiana,66,7,1426,0.004908835904628331
louisiana,67,9,1468,0.006130790190735695
louisiana,68,4,654,0.0061162079510703364
louisiana,69,5,642,0.00778816199376947
louisiana,70,5,634,0.007886435331230283
louisiana,71,4,1214,0.0032948929159802307
louisiana,72,4,1112,0.0035971223021582736
louisiana,73,7,1132,0.006183745583038869
louisiana,74,4,1066,0.00375234521575985
louisiana,75,6,1126,0.0053285968028419185
louisiana,76,7,760,0.009210526315789473
louisiana,77,4,836,0.004784688995215311
louisiana,78,3,336,0.008928571428571428
louisiana,79,3,610,0.004918032786885246
louisiana,80,2,552,0.0036231884057971015
maine,1,2,122,0.01639344262295082
maine,2,4,108,0.037037037037037035
maine,3,4,93,0.043010752688172046
maine,4,3,220,0.013636363636363636
maine,5,5,100,0.05
maine,6,4,136,0.029411764705882353
maine,7,4,250,0.016
maine,8,2,113,0.017699115044247787
maine,9,3,240,0.0125
maine,10,3,135,0.022222222222222223
maine,11,3,250,0.012
maine,12,1,153,0.006535947712418301
maine,13,4,268,0.014925373134328358
maine,14,2,134,0.014925373134328358
maine,15,1,160,0.00625
maine,16,9,330,0.02727272727272727
maine,17,3,160,0.01875
maine,18,32,390,0.08205128205128205
maine,19,43,392,0.1096938775510204
maine,20,15,382,0.03926701570680628
maine,21,2,135,0.014814814814814815
maine,22,12,230,0.05217391304347826
maine,23,8,112,0.07142857142857142
maine,24,10,119,0.08403361344537816
maine,25,7,254,0.027559055118110236
maine,26,8,214,0.037383177570093455
maine,27,6,109,0.05504587155963303
maine,28,5,142,0.035211267605633804
maine,29,14,132,0.10606060606060606
maine,30,6,131,0.04580152671755725
maine,31,10,316,0.03164556962025317
maine,32,7,300,0.023333333333333334
maine,33,3,159,0.018867924528301886
maine,34,6,154,0.03896103896103896
maine,35,4,161,0.024844720496894408
maine,36,7,148,0.0472972972972973
maine,37,6,149,0.040268456375838924
maine,38,4,172,0.023255813953488372
maine,39,8,302,0.026490066225165563
maine,40,6,316,0.0189873417721519
maine,41,5,290,0.017241379310344827
maine,42,5,290,0.017241379310344827
maine,43,2,149,0.013422818791946308
maine,44,2,147,0.013605442176870748
maine,45,2,128,0.015625
maine,46,3,137,0.021897810218978103
maine,47,8,154,0.05194805194805195
maine,48,8,310,0.025806451612903226
maine,49,3,145,0.020689655172413793
maine,50,1,188,0.005319148936170213
maine,51,6,324,0.018518518518518517
maine,52,4,188,0.02127659574468085
maine,53,2,201,0.009950248756218905
maine,54,2,336,0.005952380952380952
maine,55,3,366,0.00819672131147541
maine,56,2,179,0.0111731843575419
maine,57,6,404,0.01485148514851485
maine,58,4,227,0.01762114537444934
maine,59,7,271,0.025830258302583026
maine,60,7,512,0.013671875
maine,61,6,254,0.023622047244094488
maine,62,6,241,0.024896265560165973
maine,63,6,516,0.011627906976744186
maine,64,6,518,0.011583011583011582
maine,65,5,288,0.017361111111111112
maine,66,6,299,0.020066889632107024
maine,67,6,272,0.022058823529411766
maine,68,6,283,0.02120141342756184
maine,69,4,259,0.015444015444015444
maine,70,8,472,0.01694915254237288
maine,71,5,224,0.022321428571428572
maine,72,3,221,0.013574660633484163
maine,74,2,223,0.008968609865470852
maine,75,3,203,0.014778325123152709
maine,76,1,165,0.006060606060606061
maine,78,1,155,0.0064516129032258064
maine,79,1,148,0.006756756756756757
maine,80,5,119,0.04201680672268908
maryland,1,24,1182,0.02030456852791878
maryland,2,33,1142,0.028896672504378284
maryland,3,25,1190,0.02100840336134454
maryland,4,25,1244,0.02009646302250804
maryland,5,18,1296,0.013888888888888888
maryland,6,28,1390,0.02014388489208633
maryland,7,19,1354,0.014032496307237814
maryland,8,15,1364,0.010997067448680353
maryland,9,18,1388,0.012968299711815562
maryland,10,23,1504,0.015292553191489361
maryland,11,13,1464,0.008879781420765027
maryland,12,23,1448,0.015883977900552487
maryland,13,26,1482,0.017543859649122806
maryland,14,15,1530,0.00980392156862745
maryland,15,27,1490,0.018120805369127517
maryland,16,16,1432,0.0111731843575419
maryland,17,23,1416,0.016242937853107344
maryland,18,90,1708,0.05269320843091335
maryland,19,44,1474,0.029850746268656716
maryland,20,52,1380,0.03768115942028986
maryland,21,39,1256,0.03105095541401274
maryland,22,60,1396,0.04297994269340974
maryland,23,55,1246,0.044141252006420544
maryland,24,51,1242,0.04106280193236715
maryland,25,48,1268,0.03785488958990536
maryland,26,44,1290,0.034108527131782945
maryland,27,60,1450,0.041379310344827586
maryland,28,43,1422,0.030239099859353025
maryland,29,37,1400,0.02642857142857143
maryland,30,42,1496,0.02807486631016043
maryland,31,51,1512,0.03373015873015873
maryland,32,43,1562,0.027528809218950064
maryland,33,40,1578,0.025348542458808618
maryland,34,41,1650,0.02484848484848485
maryland,35,49,1672,0.02930622009569378
maryland,36,30,1636,0.018337408312958436
maryland,37,31,1562,0.019846350832266324
maryland,38,31,1630,0.01901840490797546
maryland,39,29,1624,0.017857142857142856
maryland,40,25,1634,0.015299877600979192
maryland,41,20,1620,0.012345679012345678
maryland,42,26,1516,0.017150395778364115
maryland,43,22,1586,0.013871374527112233
maryland,44,27,1430,0.01888111888111888
maryland,45,16,1374,0.011644832605531296
maryland,46,13,1424,0.009129213483146067
maryland,47,20,1376,0.014534883720930232
maryland,48,22,1448,0.015193370165745856
maryland,49,14,1346,0.010401188707280832
maryland,50,16,1558,0.010269576379974325
maryland,51,18,1614,0.011152416356877323
maryland,52,13,1616,0.008044554455445545
maryland,53,11,1644,0.006690997566909975
maryland,54,13,1582,0.008217446270543615
maryland,55,17,1638,0.010378510378510378
maryland,56,12,1650,0.007272727272727273
maryland,57,7,1756,0.003986332574031891
maryland,58,18,1840,0.009782608695652175
maryland,59,16,1960,0.00816326530612245
maryland,60,13,1918,0.006777893639207508
maryland,61,13,1862,0.006981740064446832
maryland,62,15,1950,0.007692307692307693
maryland,63,9,1828,0.004923413566739606
maryland,64,18,1814,0.009922822491730982
maryland,65,18,1700,0.010588235294117647
maryland,66,12,1774,0.006764374295377677
maryland,67,10,1756,0.0056947608200455585
maryland,68,23,1726,0.013325608342989572
maryland,69,12,1662,0.007220216606498195
maryland,70,9,1486,0.006056527590847914
maryland,71,5,1418,0.003526093088857546
maryland,72,7,1382,0.005065123010130246
maryland,73,9,1392,0.00646551724137931
maryland,74,9,1370,0.006569343065693431
maryland,75,8,1334,0.005997001499250375
maryland,76,12,986,0.012170385395537525
maryland,77,6,456,0.013157894736842105
maryland,78,5,988,0.005060728744939271
maryland,79,4,916,0.004366812227074236
maryland,80,4,389,0.010282776349614395
massachusetts,1,21,1212,0.017326732673267328
massachusetts,2,18,1152,0.015625
massachusetts,3,21,1190,0.01764705882352941
massachusetts,4,11,1310,0.008396946564885497
massachusetts,5,16,1232,0.012987012987012988
massachusetts,6,18,1416,0.012711864406779662
massachusetts,7,11,1294,0.008500772797527048
massachusetts,8,23,1358,0.016936671575846832
massachusetts,9,16,1318,0.012139605462822459
massachusetts,10,8,1348,0.005934718100890208
massachusetts,11,18,1436,0.012534818941504178
massachusetts,12,15,1444,0.01038781163434903
massachusetts,13,13,1558,0.00834403080872914
massachusetts,14,20,1540,0.012987012987012988
massachusetts,15,13,1648,0.007888349514563107
massachusetts,16,15,1538,0.00975292587776333
massachusetts,17,13,1586,0.00819672131147541
massachusetts,18,224,2172,0.10313075506445672
massachusetts,19,205,2666,0.07689422355588897
massachusetts,20,103,2424,0.04249174917491749
massachusetts,21,120,2138,0.05612722170252572
massachusetts,22,131,1940,0.06752577319587628
massachusetts,23,145,1860,0.07795698924731183
massachusetts,24,102,1772,0.05756207674943566
massachusetts,25,102,1854,0.05501618122977346
massachusetts,26,89,1830,0.048633879781420766
massachusetts,27,80,1784,0.04484304932735426
massachusetts,28,90,1862,0.04833512352309345
massachusetts,29,84,1828,0.045951859956236324
massachusetts,30,82,2054,0.03992210321324245
massachusetts,31,61,1952,0.03125
massachusetts,32,57,2056,0.02772373540856031
massachusetts,33,63,1982,0.031786074672048435
massachusetts,34,39,1894,0.020591341077085535
massachusetts,35,30,1782,0.016835016835016835
massachusetts,36,29,1768,0.016402714932126698
massachusetts,37,28,1718,0.01629802095459837
massachusetts,38,30,1810,0.016574585635359115
massachusetts,39,27,1598,0.016896120150187734
massachusetts,40,31,1726,0.017960602549246814
massachusetts,41,21,1692,0.012411347517730497
massachusetts,42,33,1696,0.01945754716981132
massachusetts,43,20,1584,0.012626262626262626
massachusetts,44,14,1604,0.008728179551122194
massachusetts,45,20,1542,0.01297016861219196
massachusetts,46,13,1534,0.00847457627118644
massachusetts,47,19,1484,0.012803234501347708
massachusetts,48,16,1648,0.009708737864077669
massachusetts,49,11,1684,0.006532066508313539
massachusetts,50,20,1756,0.011389521640091117
massachusetts,51,12,1814,0.006615214994487321
massachusetts,52,11,1860,0.005913978494623656
massachusetts,53,16,1858,0.008611410118406888
massachusetts,54,23,1972,0.011663286004056795
massachusetts,55,10,1942,0.005149330587023687
massachusetts,56,12,1958,0.006128702757916241
massachusetts,57,13,2058,0.006316812439261419
massachusetts,58,15,2252,0.0066607460035523975
massachusetts,59,11,2160,0.005092592592592593
massachusetts,60,10,2180,0.0045871559633027525
massachusetts,61,22,2164,0.010166358595194085
massachusetts,62,17,2236,0.007602862254025045
massachusetts,63,16,2216,0.007220216606498195
massachusetts,64,12,2148,0.00558659217877095
massachusetts,65,14,2110,0.006635071090047393
massachusetts,66,8,2012,0.003976143141153081
massachusetts,67,10,1974,0.005065856129685917
massachusetts,68,9,1996,0.0045090180360721445
massachusetts,69,9,1996,0.0045090180360721445
massachusetts,70,10,895,0.0111731843575419
massachusetts,71,11,1726,0.006373117033603708
massachusetts,72,12,1636,0.007334963325183374
massachusetts,73,6,1612,0.0037220843672456576
massachusetts,74,11,1524,0.007217847769028871
massachusetts,75,12,1654,0.007255139056831923
massachusetts,76,9,563,0.015985790408525755
massachusetts,77,9,1076,0.008364312267657992
massachusetts,78,6,520,0.011538461538461539
massachusetts,79,6,1092,0.005494505494505495
massachusetts,80,12,952,0.012605042016806723
michigan,1,27,1756,0.015375854214123007
michigan,2,25,1772,0.014108352144469526
michigan,3,16,1878,0.008519701810436636
michigan,4,24,1984,0.012096774193548387
michigan,5,13,1908,0.006813417190775681
michigan,6,18,2024,0.008893280632411068
michigan,7,17,2106,0.008072174738841406
michigan,8,13,2108,0.006166982922201139
michigan,9,7,2082,0.0033621517771373678
michigan,10,14,2144,0.0065298507462686565
michigan,11,14,2042,0.0068560235063663075
michigan,12,13,2182,0.005957836846929423
michigan,13,15,2336,0.006421232876712328
michigan,14,24,2268,0.010582010582010581
michigan,15,12,2456,0.004885993485342019
michigan,16,15,2310,0.006493506493506494
michigan,17,9,2488,0.003617363344051447
michigan,18,117,2712,0.04314159292035398
michigan,19,104,2790,0.03727598566308244
michigan,20,42,2300,0.018260869565217393
michigan,21,30,2166,0.013850415512465374
michigan,22,53,2058,0.02575315840621963
michigan,23,37,1996,0.018537074148296594
michigan,24,41,2026,0.020236920039486673
michigan,25,45,1976,0.02277327935222672
michigan,26,29,2050,0.014146341463414635
michigan,27,39,2178,0.01790633608815427
michigan,28,54,2238,0.024128686327077747
michigan,29,56,2236,0.025044722719141325
michigan,30,31,2256,0.01374113475177305
michigan,31,37,2474,0.014955537590945837
michigan,32,26,2386,0.010896898575020955
michigan,33,33,2326,0.014187446259673258
michigan,34,26,2242,0.01159678858162355
michigan,35,30,2298,0.013054830287206266
michigan,36,17,2126,0.00799623706491063
michigan,37,22,2344,0.00938566552901024
michigan,38,24,2110,0.011374407582938388
michigan,39,30,2222,0.013501350135013501
michigan,40,22,2294,0.00959023539668701
michigan,41,23,2280,0.010087719298245614
michigan,42,19,2392,0.00794314381270903
michigan,43,25,2064,0.012112403100775194
michigan,44,14,2138,0.006548175865294668
michigan,45,17,2146,0.007921714818266543
michigan,46,14,2140,0.0065420560747663555
michigan,47,22,2120,0.010377358490566037
michigan,48,10,1966,0.00508646998982706
michigan,49,16,2238,0.0071492403932082215
michigan,50,8,2410,0.0033195020746887966
michigan,51,14,2644,0.00529500756429652
michigan,52,15,2718,0.005518763796909493
michigan,53,22,2600,0.008461538461538461
michigan,54,26,2528,0.010284810126582278
michigan,55,8,2562,0.00312256049960968
michigan,56,16,2780,0.0057553956834532375
michigan,57,21,3000,0.007
michigan,58,19,3086,0.006156837329876863
michigan,59,7,3212,0.0021793275217932753
michigan,60,23,3314,0.006940253470126735
michigan,61,17,3284,0.0051766138855054815
michigan,62,20,3312,0.006038647342995169
michigan,63,24,3490,0.006876790830945559
michigan,64,19,3724,0.00510204081632653
michigan,65,8,3458,0.002313475997686524
michigan,66,16,3188,0.005018820577164366
michigan,67,14,3196,0.004380475594493116
michigan,68,12,3022,0.003970880211780278
michigan,69,12,3106,0.0038634900193174502
michigan,70,13,3158,0.004116529449018366
michigan,71,10,2698,0.0037064492216456633
michigan,72,13,2572,0.00505443234836703
michigan,73,9,2590,0.0034749034749034747
michigan,74,7,1247,0.0056134723336006415
michigan,75,12,1197,0.010025062656641603
michigan,76,9,1678,0.005363528009535161
michigan,77,3,1656,0.0018115942028985507
michigan,78,9,1582,0.005689001264222503
michigan,79,8,1572,0.005089058524173028
michigan,80,10,1472,0.006793478260869565
minnesota,1,13,1160,0.011206896551724138
minnesota,2,9,1036,0.008687258687258687
minnesota,3,14,1254,0.011164274322169059
minnesota,4,8,1220,0.006557377049180328
minnesota,5,10,1326,0.007541478129713424
minnesota,6,10,1356,0.007374631268436578
minnesota,7,11,1342,0.00819672131147541
minnesota,8,5,1428,0.0035014005602240898
minnesota,9,6,1416,0.00423728813559322
minnesota,10,5,1342,0.0037257824143070045
minnesota,11,3,706,0.00424929178470255
minnesota,12,8,1426,0.005610098176718092
minnesota,13,6,1536,0.00390625
minnesota,14,5,756,0.006613756613756613
minnesota,15,5,1464,0.0034153005464480873
minnesota,16,13,1484,0.00876010781671159
minnesota,17,3,1554,0.0019305019305019305
minnesota,18,96,1548,0.06201550387596899
minnesota,19,62,1470,0.04217687074829932
minnesota,20,31,1262,0.02456418383518225
minnesota,21,29,1196,0.024247491638795988
minnesota,22,33,1064,0.03101503759398496
minnesota,23,42,1030,0.040776699029126215
minnesota,24,29,1026,0.028265107212475632
minnesota,25,40,1052,0.03802281368821293
minnesota,26,44,1106,0.039783001808318265
minnesota,27,26,1066,0.024390243902439025
minnesota,28,28,1134,0.024691358024691357
minnesota,29,22,1202,0.018302828618968387
minnesota,30,25,1414,0.01768033946251768
minnesota,31,22,1412,0.015580736543909348
minnesota,32,21,1450,0.014482758620689656
minnesota,33,23,1372,0.016763848396501458
minnesota,34,14,1292,0.010835913312693499
minnesota,35,16,1408,0.011363636363636364
minnesota,36,17,1470,0.011564625850340135
minnesota,37,21,1388,0.015129682997118156
minnesota,38,11,760,0.014473684210526316
minnesota,39,4,1468,0.0027247956403269754
minnesota,40,13,1440,0.009027777777777777
minnesota,41,9,713,0.012622720897615708
minnesota,42,10,1388,0.007204610951008645
minnesota,43,9,1406,0.006401137980085348
minnesota,44,8,665,0.012030075187969926
minnesota,45,9,655,0.013740458015267175
minnesota,46,10,1284,0.00778816199376947
minnesota,47,8,1236,0.006472491909385114
minnesota,48,11,1152,0.009548611111111112
minnesota,49,4,592,0.006756756756756757
minnesota,50,3,673,0.004457652303120356
minnesota,51,11,1468,0.007493188010899182
minnesota,52,7,1466,0.0047748976807639835
minnesota,53,8,1398,0.005722460658082976
minnesota,54,7,1344,0.005208333333333333
minnesota,55,6,1448,0.004143646408839779
minnesota,56,8,763,0.010484927916120577
minnesota,57,9,807,0.011152416356877323
minnesota,58,15,1712,0.008761682242990653
minnesota,59,5,908,0.005506607929515419
minnesota,60,15,1928,0.007780082987551867
minnesota,61,8,1946,0.0041109969167523125
minnesota,62,9,1868,0.004817987152034261
minnesota,63,10,962,0.010395010395010396
minnesota,64,11,1892,0.005813953488372093
minnesota,65,5,1924,0.002598752598752599
minnesota,66,5,1768,0.002828054298642534
minnesota,67,9,1766,0.005096262740656852
minnesota,68,6,1816,0.003303964757709251
minnesota,69,4,830,0.004819277108433735
minnesota,70,7,1596,0.0043859649122807015
minnesota,71,12,1542,0.007782101167315175
minnesota,72,12,1452,0.008264462809917356
minnesota,73,3,673,0.004457652303120356
minnesota,74,5,1362,0.003671071953010279
minnesota,75,7,625,0.0112
minnesota,76,6,940,0.006382978723404255
minnesota,77,4,950,0.004210526315789474
minnesota,78,1,492,0.0020325203252032522
minnesota,79,1,425,0.002352941176470588
minnesota,80,3,698,0.004297994269340974
mississippi,1,8,550,0.014545454545454545
mississippi,2,4,281,0.014234875444839857
mississippi,3,12,546,0.02197802197802198
mississippi,4,9,668,0.01347305389221557
mississippi,5,4,288,0.013888888888888888
mississippi,6,7,299,0.023411371237458192
mississippi,7,9,307,0.029315960912052116
mississippi,8,6,660,0.00909090909090909
mississippi,9,9,654,0.013761467889908258
mississippi,10,16,696,0.022988505747126436
mississippi,11,5,692,0.0072254335260115606
mississippi,12,9,702,0.01282051282051282
mississippi,13,9,712,0.012640449438202247
mississippi,14,6,774,0.007751937984496124
mississippi,15,12,422,0.02843601895734597
mississippi,16,8,369,0.02168021680216802
mississippi,17,7,750,0.009333333333333334
mississippi,18,61,932,0.06545064377682404
mississippi,19,41,856,0.04789719626168224
mississippi,20,25,710,0.035211267605633804
mississippi,21,25,772,0.03238341968911917
mississippi,22,25,728,0.034340659340659344
mississippi,23,22,305,0.07213114754098361
mississippi,24,29,638,0.045454545454545456
mississippi,25,15,512,0.029296875
mississippi,26,18,530,0.033962264150943396
mississippi,27,20,568,0.035211267605633804
mississippi,28,17,299,0.056856187290969896
mississippi,29,12,574,0.020905923344947737
mississippi,30,17,614,0.02768729641693811
mississippi,31,19,652,0.029141104294478526
mississippi,32,11,616,0.017857142857142856
mississippi,33,8,612,0.013071895424836602
mississippi,34,11,610,0.018032786885245903
mississippi,35,16,656,0.024390243902439025
mississippi,36,13,632,0.020569620253164556
mississippi,37,10,319,0.03134796238244514
mississippi,38,6,345,0.017391304347826087
mississippi,39,8,360,0.022222222222222223
mississippi,40,7,740,0.00945945945945946
mississippi,41,9,632,0.014240506329113924
mississippi,42,4,353,0.0113314447592068
mississippi,43,11,322,0.034161490683229816
mississippi,44,7,704,0.009943181818181818
mississippi,45,1,323,0.0030959752321981426
mississippi,46,11,674,0.016320474777448073
mississippi,47,4,648,0.006172839506172839
mississippi,48,9,335,0.026865671641791045
mississippi,49,8,310,0.025806451612903226
mississippi,50,11,770,0.014285714285714285
mississippi,51,4,408,0.00980392156862745
mississippi,52,7,742,0.009433962264150943
mississippi,53,9,724,0.012430939226519336
mississippi,54,6,377,0.015915119363395226
mississippi,55,6,369,0.016260162601626018
mississippi,56,14,760,0.018421052631578946
mississippi,57,7,786,0.008905852417302799
mississippi,58,12,780,0.015384615384615385
mississippi,59,8,856,0.009345794392523364
mississippi,60,12,464,0.02586206896551724
mississippi,61,12,916,0.013100436681222707
mississippi,62,9,515,0.017475728155339806
mississippi,63,8,948,0.008438818565400843
mississippi,64,10,1006,0.009940357852882704
mississippi,65,11,980,0.011224489795918367
mississippi,66,4,900,0.0044444444444444444
mississippi,67,4,466,0.008583690987124463
mississippi,68,5,826,0.006053268765133172
mississippi,69,3,434,0.0069124423963133645
mississippi,70,2,414,0.004830917874396135
mississippi,71,6,840,0.007142857142857143
mississippi,72,5,700,0.007142857142857143
mississippi,73,5,353,0.014164305949008499
mississippi,74,9,746,0.012064343163538873
mississippi,75,2,360,0.005555555555555556
mississippi,76,2,277,0.007220216606498195
mississippi,77,3,486,0.006172839506172839
mississippi,78,5,224,0.022321428571428572
mississippi,79,4,213,0.018779342723004695
mississippi,80,3,211,0.014218009478672985
missouri,1,28,635,0.04409448818897638
missouri,2,21,1286,0.016329704510108865
missouri,3,29,1338,0.021674140508221227
missouri,4,20,1332,0.015015015015015015
missouri,5,19,1460,0.013013698630136987
missouri,6,24,1418,0.01692524682651622
missouri,7,20,1358,0.014727540500736377
missouri,8,18,1448,0.012430939226519336
missouri,9,15,1432,0.01047486033519553
missouri,10,13,697,0.018651362984218076
missouri,11,11,1448,0.007596685082872928
missouri,12,12,1584,0.007575757575757576
missouri,13,17,1492,0.011394101876675604
missouri,14,11,874,0.012585812356979404
missouri,15,14,1546,0.009055627425614488
missouri,16,16,1684,0.009501187648456057
missouri,17,15,1566,0.009578544061302681
missouri,18,122,1786,0.0683090705487122
missouri,19,128,1958,0.06537282941777324
missouri,20,84,1658,0.05066344993968637
missouri,21,32,753,0.04249667994687915
missouri,22,53,1434,0.03695955369595537
missouri,23,48,1270,0.03779527559055118
missouri,24,41,1306,0.03139356814701378
missouri,25,51,1434,0.03556485355648536
missouri,26,41,1368,0.029970760233918127
missouri,27,45,1354,0.03323485967503693
missouri,28,51,1528,0.03337696335078534
missouri,29,35,1410,0.024822695035460994
missouri,30,29,1570,0.018471337579617834
missouri,31,36,1602,0.02247191011235955
missouri,32,26,1558,0.01668806161745828
missouri,33,23,1404,0.01638176638176638
missouri,34,24,1512,0.015873015873015872
missouri,35,20,1476,0.013550135501355014
missouri,36,22,1658,0.013268998793727383
missouri,37,19,1580,0.012025316455696202
missouri,38,10,1554,0.006435006435006435
missouri,39,12,1508,0.007957559681697613
missouri,40,17,1632,0.010416666666666666
missouri,41,17,1542,0.011024643320363165
missouri,42,17,1548,0.010981912144702842
missouri,43,20,1378,0.01451378809869376
missouri,44,14,707,0.019801980198019802
missouri,45,10,1394,0.007173601147776184
missouri,46,12,1280,0.009375
missouri,47,11,1334,0.008245877061469266
missouri,48,12,1302,0.009216589861751152
missouri,49,14,1248,0.011217948717948718
missouri,50,14,1464,0.009562841530054645
missouri,51,17,1686,0.010083036773428233
missouri,52,11,1630,0.006748466257668712
missouri,53,5,711,0.007032348804500703
missouri,54,15,755,0.019867549668874173
missouri,55,13,1636,0.007946210268948655
missouri,56,15,1600,0.009375
missouri,57,12,855,0.014035087719298246
missouri,58,18,1662,0.010830324909747292
missouri,59,20,954,0.020964360587002098
missouri,60,20,1960,0.01020408163265306
missouri,61,13,1990,0.006532663316582915
missouri,62,19,2028,0.009368836291913214
missouri,63,20,1966,0.01017293997965412
missouri,64,12,1950,0.006153846153846154
missouri,65,14,2080,0.006730769230769231
missouri,66,13,1904,0.006827731092436975
missouri,67,13,1884,0.006900212314225053
missouri,68,11,899,0.012235817575083427
missouri,69,25,1724,0.014501160092807424
missouri,70,8,1696,0.0047169811320754715
missouri,71,6,788,0.007614213197969543
missouri,72,3,762,0.003937007874015748
missouri,73,12,736,0.016304347826086956
missouri,74,6,1464,0.004098360655737705
missouri,75,3,681,0.004405286343612335
missouri,76,4,1144,0.0034965034965034965
missouri,77,7,1108,0.00631768953068592
missouri,78,9,1032,0.00872093023255814
missouri,79,3,460,0.006521739130434782
missouri,80,5,792,0.006313131313131313
montana,1,6,94,0.06382978723404255
montana,2,5,107,0.04672897196261682
montana,3,2,115,0.017391304347826087
montana,4,6,98,0.061224489795918366
montana,5,6,140,0.04285714285714286
montana,6,3,111,0.02702702702702703
montana,7,3,111,0.02702702702702703
montana,8,4,260,0.015384615384615385
montana,9,3,117,0.02564102564102564
montana,10,1,135,0.007407407407407408
montana,11,4,126,0.031746031746031744
montana,12,5,130,0.038461538461538464
montana,13,5,136,0.03676470588235294
montana,14,1,135,0.007407407407407408
montana,15,4,268,0.014925373134328358
montana,16,3,121,0.024793388429752067
montana,17,12,250,0.048
montana,18,36,296,0.12162162162162163
montana,19,24,123,0.1951219512195122
montana,20,9,208,0.04326923076923077
montana,21,9,116,0.07758620689655173
montana,22,3,87,0.034482758620689655
montana,23,7,95,0.07368421052631578
montana,24,13,208,0.0625
montana,25,13,122,0.10655737704918032
montana,26,7,208,0.03365384615384615
montana,27,8,192,0.041666666666666664
montana,28,13,115,0.11304347826086956
montana,29,7,126,0.05555555555555555
montana,30,3,136,0.022058823529411766
montana,31,15,288,0.052083333333333336
montana,32,15,244,0.06147540983606557
montana,33,10,139,0.07194244604316546
montana,34,8,230,0.034782608695652174
montana,35,10,290,0.034482758620689655
montana,36,11,142,0.07746478873239436
montana,37,3,132,0.022727272727272728
montana,38,8,141,0.05673758865248227
montana,39,7,133,0.05263157894736842
montana,40,6,137,0.043795620437956206
montana,41,1,133,0.007518796992481203
montana,42,8,118,0.06779661016949153
montana,43,5,124,0.04032258064516129
montana,44,4,130,0.03076923076923077
montana,45,2,120,0.016666666666666666
montana,46,2,122,0.01639344262295082
montana,47,1,87,0.011494252873563218
montana,48,4,104,0.038461538461538464
montana,49,2,101,0.019801980198019802
montana,50,4,119,0.03361344537815126
montana,51,5,104,0.04807692307692308
montana,52,5,137,0.0364963503649635
montana,54,4,112,0.03571428571428571
montana,55,8,230,0.034782608695652174
montana,56,3,260,0.011538461538461539
montana,57,4,148,0.02702702702702703
montana,58,2,164,0.012195121951219513
montana,59,6,178,0.033707865168539325
montana,60,7,173,0.04046242774566474
montana,61,3,350,0.008571428571428572
montana,62,5,181,0.027624309392265192
montana,63,9,202,0.04455445544554455
montana,64,4,193,0.02072538860103627
montana,65,5,202,0.024752475247524754
montana,66,4,201,0.01990049751243781
montana,67,3,364,0.008241758241758242
montana,68,3,222,0.013513513513513514
montana,69,8,169,0.047337278106508875
montana,70,3,186,0.016129032258064516
montana,71,4,162,0.024691358024691357
montana,72,1,166,0.006024096385542169
montana,74,1,155,0.0064516129032258064
montana,75,1,133,0.007518796992481203
montana,76,2,112,0.017857142857142856
montana,77,2,96,0.020833333333333332
montana,78,1,94,0.010638297872340425
